id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
x0uvk3zZkIHQjOS-LIhIfg,café-click-philadelphia,Café Click,https://s3-media1.fl.yelpcdn.com/bphoto/JU5GqbOEvNKCwB6w3Y1laA/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-click-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,4,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'french', 'title': 'French'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",5.0,"{'latitude': 39.95429108353783, 'longitude': -75.16864474596329}",[],,"{'address1': '1701 John F Kennedy Blvd', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['1701 John F Kennedy Blvd', 'Philadelphia, PA 19103']}",,,225.33480762845485
or_WcjWELDsssk2JruvJcg,café-lutecia-philadelphia-2,Café Lutecia,https://s3-media2.fl.yelpcdn.com/bphoto/_XL4Ijbzh72q_wABeyyxgw/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-lutecia-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,203,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 39.9465999, 'longitude': -75.17958}",['delivery'],$$,"{'address1': '2301 Lombard St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19146', 'country': 'US', 'state': 'PA', 'display_address': ['2301 Lombard St', 'Philadelphia, PA 19146']}",+12157909557,(215) 790-9557,1073.1251656537445
vhDWGF-8BfsxvS7Zo5Wv2w,abe-fisher-philadelphia,Abe Fisher,https://s3-media1.fl.yelpcdn.com/bphoto/zf_bWdH4tkYr_2GFUG2T7A/o.jpg,False,https://www.yelp.com/biz/abe-fisher-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,663,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"{'latitude': 39.9507508654892, 'longitude': -75.1682812760574}",['delivery'],$$$,"{'address1': '1623 Sansom St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['1623 Sansom St', 'Philadelphia, PA 19103']}",+12158670088,(215) 867-0088,419.1154817863144
2-tG52f0k7V1Vin-4GWn6g,her-place-philadelphia,Her Place,https://s3-media3.fl.yelpcdn.com/bphoto/vUd-9xLVhtQhPKeopqEmvg/o.jpg,False,https://www.yelp.com/biz/her-place-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,23,"[{'alias': 'french', 'title': 'French'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'supperclubs', 'title': 'Supper Clubs'}]",4.5,"{'latitude': 39.95074, 'longitude': -75.17016}",[],,"{'address1': '1740 Sansom St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['1740 Sansom St', 'Philadelphia, PA 19103']}",,,349.03659716100344
K0Cw8KXgF23sEji9TnfBkA,le-cavalier-at-the-green-room-wilmington-3,Le Cavalier At The Green Room,https://s3-media2.fl.yelpcdn.com/bphoto/vzX7EPtoFnZ6lszbWj9SFQ/o.jpg,False,https://www.yelp.com/biz/le-cavalier-at-the-green-room-wilmington-3?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,48,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 39.746495, 'longitude': -75.54783}","['pickup', 'delivery']",,"{'address1': '42 W 11th St', 'address2': '', 'address3': None, 'city': 'Wilmington', 'zip_code': '19801', 'country': 'US', 'state': 'DE', 'display_address': ['42 W 11th St', 'Wilmington, DE 19801']}",+13025943154,(302) 594-3154,39559.76573410802
KWMdCTrepsB8YFBC8JBQsA,spring-mill-cafe-conshohocken,Spring Mill Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/kXOwQ2qv5qXcMseQGVQcmw/o.jpg,False,https://www.yelp.com/biz/spring-mill-cafe-conshohocken?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,245,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,"{'latitude': 40.07562, 'longitude': -75.27936}","['pickup', 'delivery']",$$$,"{'address1': '164 Barren Hill Rd', 'address2': '', 'address3': '', 'city': 'Conshohocken', 'zip_code': '19428', 'country': 'US', 'state': 'PA', 'display_address': ['164 Barren Hill Rd', 'Conshohocken, PA 19428']}",+16108282550,(610) 828-2550,16380.805055959949
eygrInIWJF3v9k9sOnyfiQ,the-choice-bryn-mawr,The Choice,https://s3-media3.fl.yelpcdn.com/bphoto/8eG8YGQayBOPxfw9587n4g/o.jpg,False,https://www.yelp.com/biz/the-choice-bryn-mawr?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,68,"[{'alias': 'modern_european', 'title': 'Modern European'}]",4.5,"{'latitude': 40.02230481898, 'longitude': -75.3196960557676}","['pickup', 'delivery']",,"{'address1': '845 W Lancaster Ave', 'address2': '', 'address3': None, 'city': 'Bryn Mawr', 'zip_code': '19010', 'country': 'US', 'state': 'PA', 'display_address': ['845 W Lancaster Ave', 'Bryn Mawr, PA 19010']}",+14843833230,(484) 383-3230,14768.144129080605
zw4lntSaPlrfrVBE057qUA,townsend-wine-bar-philadelphia,Townsend Wine Bar,https://s3-media4.fl.yelpcdn.com/bphoto/YbSgIWm-OT2Q6QUDuLBJ_A/o.jpg,False,https://www.yelp.com/biz/townsend-wine-bar-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,8,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 39.929359008334, 'longitude': -75.1638067513704}",[],,"{'address1': '1623 E Passyunk Ave', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19148', 'country': 'US', 'state': 'PA', 'display_address': ['1623 E Passyunk Ave', 'Philadelphia, PA 19148']}",,,2787.974067160727
4c2g3f516yTu4mZLbYqsmQ,passage-restaurant-philadelphia,Passage Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/9nkbQwhBXR0dnO5zHSmD7w/o.jpg,False,https://www.yelp.com/biz/passage-restaurant-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,21,"[{'alias': 'french', 'title': 'French'}, {'alias': 'ukrainian', 'title': 'Ukrainian'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,"{'latitude': 40.1096357, 'longitude': -75.0251482}","['pickup', 'delivery']",$$,"{'address1': '10783 Bustleton Ave', 'address2': None, 'address3': None, 'city': 'Philadelphia', 'zip_code': '19116', 'country': 'US', 'state': 'PA', 'display_address': ['10783 Bustleton Ave', 'Philadelphia, PA 19116']}",+12675384157,(267) 538-4157,21322.581836931935
dsxkmGJyQlQVca8aa03awg,june-byob-collingswood,June BYOB,https://s3-media4.fl.yelpcdn.com/bphoto/bD-0adVB7cxZtwhylnITdw/o.jpg,False,https://www.yelp.com/biz/june-byob-collingswood?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,65,"[{'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 39.91625, 'longitude': -75.06942}",[],,"{'address1': '690 Haddon Ave', 'address2': None, 'address3': '', 'city': 'Collingswood', 'zip_code': '08108', 'country': 'US', 'state': 'NJ', 'display_address': ['690 Haddon Ave', 'Collingswood, NJ 08108']}",+18562407041,(856) 240-7041,9630.223905467656
4_-IcMpkF_sBRHomWZHNzA,bistrot-la-minette-philadelphia-2,Bistrot La Minette,https://s3-media3.fl.yelpcdn.com/bphoto/JVcztQRbDoZjtSr5SSvo4g/o.jpg,False,https://www.yelp.com/biz/bistrot-la-minette-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,625,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 39.9414622968223, 'longitude': -75.1523852348328}",['delivery'],$$$,"{'address1': '623 S 6th St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19147', 'country': 'US', 'state': 'PA', 'display_address': ['623 S 6th St', 'Philadelphia, PA 19147']}",+12159258000,(215) 925-8000,2109.5064347544767
j-qtdD55OLfSqfsWuQTDJg,parc-philadelphia-2,Parc,https://s3-media3.fl.yelpcdn.com/bphoto/0vGzdKssl2CEbecvtOGxHw/o.jpg,False,https://www.yelp.com/biz/parc-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,2893,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 39.9491724, 'longitude': -75.1707273}","['pickup', 'delivery']",$$$,"{'address1': '227 S 18th St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['227 S 18th St', 'Philadelphia, PA 19103']}",+12155452262,(215) 545-2262,514.1796872022128
KTgZXj6xh8aN_tLfI-YZ1Q,bar-poulet-philadelphia,Bar Poulet,https://s3-media3.fl.yelpcdn.com/bphoto/lqt4KInYjkLNwrB286qlcA/o.jpg,False,https://www.yelp.com/biz/bar-poulet-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,86,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 39.95079, 'longitude': -75.17399}",[],,"{'address1': '2005 Walnut St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['2005 Walnut St', 'Philadelphia, PA 19103']}",+12155578277,(215) 557-8277,407.6070906194491
Oz7c0QA1C18Cb6tTdoehwQ,gabi-philadelphia,Gabi,https://s3-media4.fl.yelpcdn.com/bphoto/2ZpaflFSoA62ZGThLvbgtg/o.jpg,False,https://www.yelp.com/biz/gabi-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,129,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 39.95925, 'longitude': -75.16151}",['delivery'],$$,"{'address1': '339 N Broad St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19102', 'country': 'US', 'state': 'PA', 'display_address': ['339 N Broad St', 'Philadelphia, PA 19102']}",,,1008.9369528057224
p-MSh95si_sDdih94gyKuw,forsythia-philadelphia,Forsythia,https://s3-media3.fl.yelpcdn.com/bphoto/3jnQZfgrCg9KpNDnx-Elcg/o.jpg,False,https://www.yelp.com/biz/forsythia-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,136,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 39.9487067926056, 'longitude': -75.1453940570354}",['delivery'],$$$,"{'address1': '233 Chestnut St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19106', 'country': 'US', 'state': 'PA', 'display_address': ['233 Chestnut St', 'Philadelphia, PA 19106']}",+12156449395,(215) 644-9395,2271.260618166633
M6qDX8HZS7gOJ_pBOAih1g,royal-boucherie-philadelphia-2,Royal Boucherie,https://s3-media1.fl.yelpcdn.com/bphoto/EDgKN7AzyqWQOg7X8ggMTg/o.jpg,False,https://www.yelp.com/biz/royal-boucherie-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,245,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.0,"{'latitude': 39.94874, 'longitude': -75.14433}",['delivery'],$$$,"{'address1': '52 S 2nd St', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19106', 'country': 'US', 'state': 'PA', 'display_address': ['52 S 2nd St', 'Philadelphia, PA 19106']}",+12676066313,(267) 606-6313,2378.3458468943772
pgri9CUZXGy9hi6UMMQR6A,louie-louie-philadelphia,Louie Louie,https://s3-media2.fl.yelpcdn.com/bphoto/IfVl0yVvi8oVMD1_k91oPA/o.jpg,False,https://www.yelp.com/biz/louie-louie-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,319,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 39.9532791038158, 'longitude': -75.1955875611394}",['delivery'],$$$,"{'address1': '3611 Walnut St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19104', 'country': 'US', 'state': 'PA', 'display_address': ['3611 Walnut St', 'Philadelphia, PA 19104']}",+12678058585,(267) 805-8585,2079.1938261071937
O2l31-gVCX2R9yRTtGPyaQ,the-little-hen-haddonfield,The Little Hen,https://s3-media3.fl.yelpcdn.com/bphoto/OhN_f5zxdM-6MduO8sN07Q/o.jpg,False,https://www.yelp.com/biz/the-little-hen-haddonfield?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,38,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 39.8981295, 'longitude': -75.031362}",['delivery'],,"{'address1': '220 Kings Hwy E', 'address2': '', 'address3': None, 'city': 'Haddonfield', 'zip_code': '08033', 'country': 'US', 'state': 'NJ', 'display_address': ['220 Kings Hwy E', 'Haddonfield, NJ 08033']}",+18565282282,(856) 528-2282,13434.721108062406
fEqiXG_B-fn__w0aeF3nBQ,laurel-philadelphia-2,Laurel,https://s3-media2.fl.yelpcdn.com/bphoto/2CvzU52odV0tQEe_1MUFVA/o.jpg,False,https://www.yelp.com/biz/laurel-philadelphia-2?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,332,"[{'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 39.9294204711914, 'longitude': -75.1637115478516}",[],$$$$,"{'address1': '1617 E Passyunk Ave', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19148', 'country': 'US', 'state': 'PA', 'display_address': ['1617 E Passyunk Ave', 'Philadelphia, PA 19148']}",+12152718299,(215) 271-8299,2783.705144005874
ExRxjqOGmkWjArvM_qBORw,the-wayward-philadelphia,The Wayward,https://s3-media2.fl.yelpcdn.com/bphoto/A-72wiGpqRGbrcNAfivd3Q/o.jpg,False,https://www.yelp.com/biz/the-wayward-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,104,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 39.9509148952045, 'longitude': -75.1595963537693}",['delivery'],$$$,"{'address1': '1170 Ludlow St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19107', 'country': 'US', 'state': 'PA', 'display_address': ['1170 Ludlow St', 'Philadelphia, PA 19107']}",+12152589430,(215) 258-9430,1039.4964729384938
x0uvk3zZkIHQjOS-LIhIfg,café-click-philadelphia,Café Click,https://s3-media1.fl.yelpcdn.com/bphoto/JU5GqbOEvNKCwB6w3Y1laA/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-click-philadelphia?adjust_creative=tLIi0_pnpEJj1yoyuRYOkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tLIi0_pnpEJj1yoyuRYOkg,4,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'french', 'title': 'French'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",5.0,"{'latitude': 39.95429108353783, 'longitude': -75.16864474596329}",[],,"{'address1': '1701 John F Kennedy Blvd', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['1701 John F Kennedy Blvd', 'Philadelphia, PA 19103']}",,,225.33480762845485
